country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Cayman Islands,CYM,1/29/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
Chile,CHL,1/29/2021,67115,56768,10347,4,581,0.35,0.3,0.05,30,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
China,CHN,1/29/2021,,,,,880622,,,,612,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
Costa Rica,CRI,1/29/2021,,,,,1929,,,,379,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
Croatia,HRV,1/29/2021,80000,,,,2150,1.95,,,524,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Cyprus,CYP,1/29/2021,25168,19617,5551,,1113,2.87,2.24,0.63,1271,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
Czech Republic,CZE,1/29/2021,269501,232507,36994,13675,10445,2.52,2.17,0.35,975,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,1/29/2021,249752,186293,63459,19025,7408,4.31,3.22,1.1,1279,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
Ecuador,ECU,1/29/2021,,,,,477,,,,27,Pfizer/BioNTech,Government of Ecuador,https://drive.google.com/file/d/1HRz845fa451ZHJmxSDlJAD92CAr75VFs/view
Egypt,EGY,1/29/2021,,,,,219,,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Estonia,EST,1/29/2021,34019,26412,7607,2390,1403,2.56,1.99,0.57,1058,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
Faeroe Islands,FRO,1/29/2021,3994,3993,1,,,8.17,8.17,0,,Pfizer/BioNTech,Government of the Faeroe Islands,https://corona.fo/api
Finland,FIN,1/29/2021,151790,137551,14239,13467,8647,2.74,2.48,0.26,1561,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
France,FRA,1/29/2021,1494643,1453325,41318,97762,76418,2.2,2.14,0.06,1127,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Germany,DEU,1/29/2021,2366458,1879594,486864,107827,95869,2.82,2.24,0.58,1144,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,1/29/2021,12866,12866,,534,570,38.19,38.19,,16918,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
Greece,GRC,1/29/2021,253363,220621,32742,19078,15641,2.43,2.12,0.31,1501,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Hungary,HUN,1/29/2021,247889,198283,49606,34879,13966,2.57,2.05,0.51,1446,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
Iceland,ISL,1/29/2021,,,,,874,,,,2561,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,1/29/2021,3500027,,,571974,301348,0.25,,,218,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
Indonesia,IDN,1/29/2021,416299,405012,11287,42513,40614,0.15,0.15,0,148,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Ireland,IRL,1/29/2021,,,,,6886,,,,1395,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Isle Of Man,IMN,1/29/2021,6859,5829,1030,578,459,8.07,6.86,1.21,5398,Pfizer/BioNTech,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Israel,ISR,1/29/2021,4676360,2977505,1698855,100679,175671,54.03,34.4,19.63,20296,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,1/29/2021,1835566,1343684,491882,95602,68108,3.04,2.22,0.81,1126,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Jersey,JEY,1/29/2021,,,,,493,,,,4878,Pfizer/BioNTech,Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Latvia,LVA,1/29/2021,23125,,,962,600,1.23,,,318,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Lithuania,LTU,1/29/2021,93150,71563,21587,8005,3580,3.42,2.63,0.79,1315,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,1/29/2021,,,,,630,,,,1006,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
Malta,MLT,1/29/2021,25822,22853,2969,1142,1151,5.85,5.18,0.67,2607,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,1/29/2021,662217,630820,31397,4375,6773,0.51,0.49,0.02,53,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
Morocco,MAR,1/29/2021,,,,,45000,,,,1219,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/4.2.21.COVID-19.pdf
Nepal,NPL,1/29/2021,,,,,18862,,,,647,Oxford/AstraZeneca,Government of Nepal,https://myrepublica.nagariknetwork.com/news/over-1-million-people-receive-covid-19-vaccine-in-nepal-so-far/
Netherlands,NLD,1/29/2021,,,,,4687,,,,274,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Northern Ireland,,1/29/2021,228211,204065,24146,8010,7312,12.05,10.78,1.28,3861,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Norway,NOR,1/29/2021,126728,107063,19665,5638,6610,2.34,1.97,0.36,1219,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Poland,POL,1/29/2021,1141081,945600,195481,44045,65258,3.02,2.5,0.52,1724,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,1/29/2021,315737,,,19733,14820,3.1,,,1453,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Romania,ROU,1/29/2021,647000,554924,92076,37604,37295,3.36,2.88,0.48,1939,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
Saudi Arabia,SAU,1/29/2021,391643,,,,8009,1.12,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Serbia,SRB,1/29/2021,430759,,,29203,44435,6.33,,,6530,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
Seychelles,SYC,1/29/2021,30861,30861,,2082,1996,31.38,31.38,,20297,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
Singapore,SGP,1/29/2021,,,,,10579,,,,1808,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Slovakia,SVK,1/29/2021,142816,133500,9316,11799,6247,2.62,2.45,0.17,1144,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
Slovenia,SVN,1/29/2021,78179,53410,24769,4312,2493,3.76,2.57,1.19,1199,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
Spain,ESP,1/29/2021,,,,,50484,,,,1080,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
Sri Lanka,LKA,1/29/2021,5286,,,5286,5286,0.02,,,247,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1357745308390875137
Sweden,SWE,1/29/2021,248991,230068,18923,18474,8566,2.47,2.28,0.19,848,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,1/29/2021,262081,,,,11872,3.03,,,1372,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
Turkey,TUR,1/29/2021,1928351,,,230776,103734,2.29,,,1230,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
United Arab Emirates,ARE,1/29/2021,3006606,2756606,250000,137956,95361,30.4,27.87,2.53,9642,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
UK,GBR,1/29/2021,8859372,8378940,480432,489934,361343,13.05,12.34,0.71,5323,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
USA,USA,1/29/2021,27884661,22858318,4780888,1690979,1253815,8.34,6.83,1.43,3749,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
Algeria,DZA,1/30/2021,30,,,30,30,0,,,1,Sputnik V,Ministry of Health,https://www.aps.dz/regions/116777-blida-covid-19-trente-vaccines-au-matin-du-1er-jour-de-la-campagne
Andorra,AND,1/30/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra
Argentina,ARG,1/30/2021,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Austria,AUT,1/30/2021,197179,183628,13551,15760,8690,2.19,2.04,0.15,965,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
Bahrain,BHR,1/30/2021,170433,170433,,623,2199,10.02,10.02,,1292,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
Belgium,BEL,1/30/2021,314591,293464,21127,3752,11423,2.71,2.53,0.18,986,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Bermuda,BMU,1/30/2021,4897,,,,281,7.86,,,4512,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bolivia,BOL,1/30/2021,39,,,27,20,0,,,2,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Brazil,BRA,1/30/2021,2003211,1923813,,335179,209348,0.94,0.91,,985,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Bulgaria,BGR,1/30/2021,41020,27957,13063,215,2129,0.59,0.4,0.19,306,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Canada,CAN,1/30/2021,,,,,25822,,,,684,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Cayman Islands,CYM,1/30/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
Chile,CHL,1/30/2021,67123,56771,10352,8,455,0.35,0.3,0.05,24,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
China,CHN,1/30/2021,,,,,766148,,,,532,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
Costa Rica,CRI,1/30/2021,,,,,1742,,,,342,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
Croatia,HRV,1/30/2021,,,,,2097,,,,511,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Czech Republic,CZE,1/30/2021,271279,233221,38058,1778,10178,2.53,2.18,0.36,950,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,1/30/2021,263815,187531,76284,14063,8285,4.55,3.24,1.32,1430,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
Ecuador,ECU,1/30/2021,,,,,475,,,,27,Pfizer/BioNTech,Government of Ecuador,https://drive.google.com/file/d/1HRz845fa451ZHJmxSDlJAD92CAr75VFs/view
Egypt,EGY,1/30/2021,1315,,,,219,0,,,2,Sinopharm,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Estonia,EST,1/30/2021,37230,27633,9597,3211,1647,2.81,2.08,0.72,1242,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
Finland,FIN,1/30/2021,162277,144520,17757,10487,9222,2.93,2.61,0.32,1664,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
France,FRA,1/30/2021,1525377,1479909,45468,30734,75747,2.25,2.18,0.07,1117,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Germany,DEU,1/30/2021,2449931,1917353,532578,83473,94817,2.92,2.29,0.64,1132,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,1/30/2021,12866,12866,,0,437,38.19,38.19,,12971,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
Greece,GRC,1/30/2021,271287,232399,38888,17924,15884,2.6,2.23,0.37,1524,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Hungary,HUN,1/30/2021,278830,222005,56825,30941,17920,2.89,2.3,0.59,1855,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
Iceland,ISL,1/30/2021,,,,,646,,,,1893,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,1/30/2021,3744334,,,244307,308876,0.27,,,224,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
Indonesia,IDN,1/30/2021,502955,482145,20810,86656,51762,0.18,0.18,0.01,189,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Ireland,IRL,1/30/2021,,,,,7500,,,,1519,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Isle Of Man,IMN,1/30/2021,,,,,484,,,,5692,Pfizer/BioNTech,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Israel,ISR,1/30/2021,4753017,3012443,1740574,76657,173362,54.91,34.8,20.11,20029,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,1/30/2021,1923056,1347408,575648,87490,75146,3.18,2.23,0.95,1243,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Jersey,JEY,1/30/2021,,,,,493,,,,4878,Pfizer/BioNTech,Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Latvia,LVA,1/30/2021,23433,,,308,626,1.24,,,332,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Lithuania,LTU,1/30/2021,93775,71756,22019,625,3669,3.44,2.64,0.81,1348,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,1/30/2021,,,,,622,,,,994,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
Malta,MLT,1/30/2021,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,1/30/2021,670307,631298,39009,8090,7363,0.52,0.49,0.03,57,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
Morocco,MAR,1/30/2021,90000,,,,45000,0.24,,,1219,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/4.2.21.COVID-19.pdf
Nepal,NPL,1/30/2021,,,,,18862,,,,647,Oxford/AstraZeneca,Government of Nepal,https://myrepublica.nagariknetwork.com/news/over-1-million-people-receive-covid-19-vaccine-in-nepal-so-far/
Netherlands,NLD,1/30/2021,,,,,4463,,,,260,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
Northern Ireland,,1/30/2021,238924,214601,24323,10713,8656,12.62,11.33,1.28,4571,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Norway,NOR,1/30/2021,127022,107191,19831,294,6601,2.34,1.98,0.37,1218,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Poland,POL,1/30/2021,1156931,958453,198478,15850,65110,3.06,2.53,0.52,1720,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,1/30/2021,330233,,,14496,13930,3.24,,,1366,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Romania,ROU,1/30/2021,672396,571091,101305,25396,36216,3.5,2.97,0.53,1883,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
Saudi Arabia,SAU,1/30/2021,,,,,9197,,,,264,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Serbia,SRB,1/30/2021,437380,,,6621,39146,6.43,,,5753,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
Seychelles,SYC,1/30/2021,,,,,1988,,,,20216,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
Singapore,SGP,1/30/2021,,,,,10563,,,,1806,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
Slovakia,SVK,1/30/2021,142817,133562,9255,1,6207,2.62,2.45,0.17,1137,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
Slovenia,SVN,1/30/2021,78283,53415,24868,104,2406,3.77,2.57,1.2,1157,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
Spain,ESP,1/30/2021,,,,,51790,,,,1108,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
Sri Lanka,LKA,1/30/2021,37825,,,32539,18912,0.18,,,883,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1357745308390875137
Sweden,SWE,1/30/2021,,,,,7763,,,,769,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,1/30/2021,,,,,14341,,,,1657,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
Turkey,TUR,1/30/2021,1960860,,,32509,104854,2.32,,,1243,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
United Arab Emirates,ARE,1/30/2021,3114167,2864167,250000,107561,98196,31.49,28.96,2.53,9928,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
UK,GBR,1/30/2021,9468382,8977329,491053,609010,377914,13.95,13.22,0.72,5567,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
USA,USA,1/30/2021,29577902,24064165,5259693,1693241,1291416,8.84,7.2,1.57,3861,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
Andorra,AND,1/31/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12379-se-supera-el-miler-de-persones-vacunes-contra-el-coronavirus-sars-cov-2-a-andorra
Argentina,ARG,1/31/2021,,,,,11299,,,,250,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Austria,AUT,1/31/2021,200498,185291,15207,3319,8709,2.23,2.06,0.17,967,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
Bahrain,BHR,1/31/2021,171568,171568,,1135,1841,10.08,10.08,,1082,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
Belgium,BEL,1/31/2021,315448,294027,21421,857,11282,2.72,2.54,0.18,973,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
Bolivia,BOL,1/31/2021,67,,,28,22,0,,,2,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Brazil,BRA,1/31/2021,2074059,2046523,,70848,209905,0.98,0.96,,988,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Bulgaria,BGR,1/31/2021,41125,28041,13084,105,2140,0.59,0.4,0.19,308,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Canada,CAN,1/31/2021,,,,,25221,,,,668,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
Cayman Islands,CYM,1/31/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
Chile,CHL,1/31/2021,,,,,919,,,,48,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
China,CHN,1/31/2021,24000000,24000000,,,651673,1.67,1.67,,453,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
Costa Rica,CRI,1/31/2021,,,,,1555,,,,305,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
Croatia,HRV,1/31/2021,,,,,2045,,,,498,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
Czech Republic,CZE,1/31/2021,273094,233916,39178,1815,10001,2.55,2.18,0.37,934,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,1/31/2021,277136,188775,88361,13321,9153,4.78,3.26,1.53,1580,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
Ecuador,ECU,1/31/2021,,,,,472,,,,27,Pfizer/BioNTech,Government of Ecuador,https://drive.google.com/file/d/1HRz845fa451ZHJmxSDlJAD92CAr75VFs/view
Estonia,EST,1/31/2021,38055,27900,10155,825,1727,2.87,2.1,0.77,1302,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
Finland,FIN,1/31/2021,,,,,8404,,,,1517,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
France,FRA,1/31/2021,1533630,1486493,47137,8253,75666,2.26,2.19,0.07,1115,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
